FILE_ID	SENTENCE	GENE	PHENOTYPE	GENE_ID	PHENOTYPE_ID	GENE_START_POSITION	GENE_END_POSITION	PHENOTYPE_START_POSITION	PHENOTYPE_END_POSITION	RELATION	CONFIRMATION	NOTES/TYPES OF UNCERTAIN	NOTES		Count
29321360	As seen in human patients, heterozygous E168d2 (&quot;E168d2/+&quot;) but not R90W (&quot;R90W/+&quot;) mice show severely impaired retinal function, while mice homozygous for either mutation are blind and undergo rapid photoreceptor degeneration.	mice	severe	23581	HP_0012828	104	108	114	120	FALSE	U	Ug5			
30521857	As the first report in Korea, this study identified three KIF5A mutations as the underlying cause of axonal peripheral neuropathy with or without the HSP phenotype.	type	neuropathy	6445	HP_0009830	159	163	119	129	FALSE	U	Ug5			
20655465	As the first report in Korea, this study identified three KIF5A mutations as the underlying cause of axonal peripheral neuropathy with or without the HSP phenotype.	KIF5A	neuropathy	3798	HP_0009830	58	63	119	129	TRUE	C				
29021137	As the first report in Korea, this study identified three KIF5A mutations as the underlying cause of axonal peripheral neuropathy with or without the HSP phenotype.	KIF5A	peripheral	3798	HP_0030646	58	63	108	118	FALSE	I				
28801086	As ubiquitination is a versatile post-translational modification that can affect target turnover, sub-cellular localisation or activity, it is likely that diverse substrates may be differentially affected by TRIM32-mediated ubiquitination, reflecting its multi-faceted roles in muscle physiology, cancer and immunity.	TRIM32	cancer	22954	HP_0002664	208	214	297	303	FALSE	I	Ug2			
28663096	Aspm knockout ferrets exhibit severe microcephaly (25-40% decreases in brain weight), reflecting reduced cortical surface area without significant change in cortical thickness, as has been found in human patients<sup>3,4</sup>, suggesting that loss of 'cortical units' has occurred.	Aspm	microcephaly	259266	HP_0000252	0	4	37	49	TRUE	C				
24357125	Associations with TN breast cancer were confirmed for 10 loci (LGR6, MDM4, CASP8, 2q35, 2p24.1, TERT-rs10069690, ESR1, TOX3, 19p13.1, RALY), and we identified associations with TN breast cancer for 15 additional breast cancer loci (P &lt; 0.05: PEX14, 2q24.1, 2q31.1, ADAM29, EBF1, TCF7L2, 11q13.1, 11q24.3, 12p13.1, PTHLH, NTN4, 12q24, BRCA2, RAD51L1-rs2588809, MKL1).	EBF1	cancer	1879	HP_0002664	276	280	28	34	FALSE	I				
27480663	Associations with TN breast cancer were confirmed for 10 loci (LGR6, MDM4, CASP8, 2q35, 2p24.1, TERT-rs10069690, ESR1, TOX3, 19p13.1, RALY), and we identified associations with TN breast cancer for 15 additional breast cancer loci (P &lt; 0.05: PEX14, 2q24.1, 2q31.1, ADAM29, EBF1, TCF7L2, 11q13.1, 11q24.3, 12p13.1, PTHLH, NTN4, 12q24, BRCA2, RAD51L1-rs2588809, MKL1).	ESR1	cancer	2099	HP_0002664	113	117	28	34	FALSE	I				
24325915	Associations with TN breast cancer were confirmed for 10 loci (LGR6, MDM4, CASP8, 2q35, 2p24.1, TERT-rs10069690, ESR1, TOX3, 19p13.1, RALY), and we identified associations with TN breast cancer for 15 additional breast cancer loci (P &lt; 0.05: PEX14, 2q24.1, 2q31.1, ADAM29, EBF1, TCF7L2, 11q13.1, 11q24.3, 12p13.1, PTHLH, NTN4, 12q24, BRCA2, RAD51L1-rs2588809, MKL1).	NTN4	cancer	8079	HP_0002664	324	328	28	34	FALSE	I				
26708751	Associations with TN breast cancer were confirmed for 10 loci (LGR6, MDM4, CASP8, 2q35, 2p24.1, TERT-rs10069690, ESR1, TOX3, 19p13.1, RALY), and we identified associations with TN breast cancer for 15 additional breast cancer loci (P &lt; 0.05: PEX14, 2q24.1, 2q31.1, ADAM29, EBF1, TCF7L2, 11q13.1, 11q24.3, 12p13.1, PTHLH, NTN4, 12q24, BRCA2, RAD51L1-rs2588809, MKL1).	PTHLH	cancer	5744	HP_0002664	317	322	28	34	FALSE	I				
26960553	Associations with TN breast cancer were confirmed for 10 loci (LGR6, MDM4, CASP8, 2q35, 2p24.1, TERT-rs10069690, ESR1, TOX3, 19p13.1, RALY), and we identified associations with TN breast cancer for 15 additional breast cancer loci (P &lt; 0.05: PEX14, 2q24.1, 2q31.1, ADAM29, EBF1, TCF7L2, 11q13.1, 11q24.3, 12p13.1, PTHLH, NTN4, 12q24, BRCA2, RAD51L1-rs2588809, MKL1).	RALY	cancer	22913	HP_0002664	134	138	28	34	FALSE	I				
24022475	Associations with TN breast cancer were confirmed for 10 loci (LGR6, MDM4, CASP8, 2q35, 2p24.1, TERT-rs10069690, ESR1, TOX3, 19p13.1, RALY), and we identified associations with TN breast cancer for 15 additional breast cancer loci (P &lt; 0.05: PEX14, 2q24.1, 2q31.1, ADAM29, EBF1, TCF7L2, 11q13.1, 11q24.3, 12p13.1, PTHLH, NTN4, 12q24, BRCA2, RAD51L1-rs2588809, MKL1).	TCF7L2	cancer	6934	HP_0002664	282	288	28	34	FALSE	I				
25157627	At present, four loci associated with non‑syndromic auditory neuropathy have been mapped: Autosomal recessive deafness‑9 [DFNB9; the otoferlin (OTOF) gene] and autosomal recessive deafness‑59 [DFNB59; the pejvakin (PJVK) gene], associated with autosomal recessive inheritance; the autosomal dominant auditory neuropathy gene [AUNA1; the diaphanous‑3 (DIAPH3) gene]; and AUNX1, linked to chromosome X.	DIAPH3	deafness	81624	HP_0000365	351	357	110	118	TRUE	U	Ud			
26680691	At present, four loci associated with non‑syndromic auditory neuropathy have been mapped: Autosomal recessive deafness‑9 [DFNB9; the otoferlin (OTOF) gene] and autosomal recessive deafness‑59 [DFNB59; the pejvakin (PJVK) gene], associated with autosomal recessive inheritance; the autosomal dominant auditory neuropathy gene [AUNA1; the diaphanous‑3 (DIAPH3) gene]; and AUNX1, linked to chromosome X.	DIAPH3	autosomal recessive	81624	HP_0000007	351	357	160	179	FALSE	C				
29034896	At present, four loci associated with non‑syndromic auditory neuropathy have been mapped: Autosomal recessive deafness‑9 [DFNB9; the otoferlin (OTOF) gene] and autosomal recessive deafness‑59 [DFNB59; the pejvakin (PJVK) gene], associated with autosomal recessive inheritance; the autosomal dominant auditory neuropathy gene [AUNA1; the diaphanous‑3 (DIAPH3) gene]; and AUNX1, linked to chromosome X.	OTOF	autosomal recessive	9381	HP_0000007	144	148	160	179	TRUE	C				
30455801	At present, four loci associated with non‑syndromic auditory neuropathy have been mapped: Autosomal recessive deafness‑9 [DFNB9; the otoferlin (OTOF) gene] and autosomal recessive deafness‑59 [DFNB59; the pejvakin (PJVK) gene], associated with autosomal recessive inheritance; the autosomal dominant auditory neuropathy gene [AUNA1; the diaphanous‑3 (DIAPH3) gene]; and AUNX1, linked to chromosome X.	PJVK	autosomal recessive	494513	HP_0000007	215	219	160	179	TRUE	C				
24386311	ATL3 is a paralogue of ATL1, a membrane curvature-generating molecule that is involved in spastic paraplegia and hereditary sensory neuropathy.	ATL3	neuropathy	25923	HP_0009830	0	4	132	142	TRUE	C	Ug2			
28742274	Atypical teratoid/rhabdoid tumors (AT/RT) and renal/extrarenal malignant rhabdoid tumors of childhood, epithelioid sarcoma and small cell carcinoma of the ovary, hypercalcemic type (SCCOHT) represent the most commonly recognized SWI/SNF-driven neoplasms.	type	sarcoma	6445	HP_0100242	176	180	115	122	FALSE	U	Ug5			
29660846	Auditory neuropathy is a type of hearing loss that constitutes a change in the conduct of the auditory stimulus by the involvement of inner hair cells or auditory nerve synapses.	type	neuropathy	6445	HP_0009830	25	29	9	19	FALSE	U	Ug5			
29453415	Auriculocondylar syndrome, mainly characterized by micrognathia, small mandibular condyle, and question mark ears, is a rare disease segregating in an autosomal dominant pattern in the majority of the families reported in the literature.	ears	micrognathia	2058	HP_0000347	109	113	51	63	FALSE	U	Ug5			
29656927	Autosomal dominant inheritance of AIMAH was confirmed by genotypes of one family member.	type	inheritance	6445	HP_0000005	61	65	19	30	FALSE	U	Ug5			
30442903	Autosomal recessive ataxias are a clinically diverse group of syndromes that in some cases are caused by mutations in genes with roles in the DNA damage response, transcriptional regulation or mitochondrial function.	damage	ataxias	51438	HP_0001251	146	152	20	27	FALSE	U	Ug5			
23856421	Autosomal recessive CMT cases are generally characterized by earlier onset, usually before the age of 2 or 3 years, and rapid clinical progression that results in severe polyneuropathy and more marked distal limb deformities such as pes equino-varus, claw-like hands, and often major spinal deformities.	pes	spinal deformities	23481	HP_0008443	233	236	284	302	FALSE	U	Ug5			
30222780	BACKGROUND Epigenetic modifications in host cells, like p16 ink4a methylation, have been considered as putative complementary mechanisms for cancer development.	ink4a	cancer	1029	HP_0002664	60	65	141	147	TRUE	C				
29314551	BACKGROUND Hepatocellular carcinoma (HCC) is one of the most common malignancies occurring worldwide and is most frequent type of liver cancer.	type	cancer	6445	HP_0002664	122	126	136	142	FALSE	U	Ug5			
25920810	BACKGROUND Lin28 is a gene involved in many biological processes, including development, glucose metabolism, and tumorigenesis.	Lin28	tumor	79727	HP_0002664	11	16	113	118	FALSE	I				
30125135	BACKGROUND RET rearrangements have been reported in 30% of papillary thyroid carcinomas and 1-2% of non-small cell lung cancer (NSCLC).	RET	cancer	5979	HP_0002664	11	14	120	126	TRUE	U	Ug5			
25048004	BACKGROUND The distribution of fat mass and obesity-associated gene (FTO) genes rs9939609 and rs1421085 in obese and normal ethnic Mongolians was analyzed to investigate the association of FTO gene polymorphisms with obesity and metabolic syndrome in ethnic Mongolians.	fat	obesity	948	HP_0001513	31	34	44	51	FALSE	U	Ug5			
30807555	BACKGROUND The distribution of fat mass and obesity-associated gene (FTO) genes rs9939609 and rs1421085 in obese and normal ethnic Mongolians was analyzed to investigate the association of FTO gene polymorphisms with obesity and metabolic syndrome in ethnic Mongolians.	FTO	obesity	79068	HP_0001513	69	72	44	51	TRUE	C				
29112861	Bardet-Biedl syndrome (BBS) is an autosomal recessive disorder characterized by central obesity, mental impairment, rod-cone dystrophy, polydactyly, hypogonadism in males, and renal abnormalities.	BBS	hypogonadism	583	HP_0000135	23	26	149	161	TRUE	U	Ug3			
30075571	Bardet-Biedl syndrome (BBS) is an autosomal recessive disorder characterized by central obesity, mental impairment, rod-cone dystrophy, polydactyly, hypogonadism in males, and renal abnormalities.	BBS	autosomal recessive	583	HP_0000007	23	26	34	53	TRUE	U	Ug3			
30289875	Bardet-Biedl syndrome (BBS) is an autosomal recessive disorder characterized by central obesity, mental impairment, rod-cone dystrophy, polydactyly, hypogonadism in males, and renal abnormalities.	BBS	mental impairment	583	HP_0100543	23	26	97	114	FALSE	U	Ug3			
29431240	Bartter syndrome Type IV is a rare subtype of the Bartter syndromes that leads to both severe renal salt wasting and sensorineural deafness.	Type	deafness	6445	HP_0000365	17	21	131	139	FALSE	U	Ug5			
29174094	Bartter syndrome Type IV is a rare subtype of the Bartter syndromes that leads to both severe renal salt wasting and sensorineural deafness.	Type	renal salt wasting	6445	HP_0000127	17	21	94	112	FALSE	U	Ug5			
17377520	Based on our and published data we propose that the GPKOW gene is essential for fetal development and when disrupted, leads to a severe, male-lethal phenotype characterised by microcephaly and IUGR	GPKOW	severe	27238	HP_0012828	52	57	129	135	FALSE	U	Ud	Is severe a phenotype in this context? If yes then should classified as I		
28485764	Based on our and published data we propose that the GPKOW gene is essential for fetal development and when disrupted, leads to a severe, male-lethal phenotype characterised by microcephaly and IUGR	type	severe	6445	HP_0012828	154	158	129	135	FALSE	U	Ug5			
29330545	Based on screening results, five unique genes (GNPAT, SUMO1, SPINT2, FLI1, and SSX1) significantly potentiated the growth inhibitory effects of CDDO-Me and induced apoptosis in A375, a BRAF mutated melanoma line (P &lt; 0.001).	FLI1	melanoma	2313	HP_0002861	69	73	198	206	FALSE	I				
24078084	Based on screening results, five unique genes (GNPAT, SUMO1, SPINT2, FLI1, and SSX1) significantly potentiated the growth inhibitory effects of CDDO-Me and induced apoptosis in A375, a BRAF mutated melanoma line (P &lt; 0.001).	SSX1	melanoma	6756	HP_0002861	79	83	198	206	FALSE	I				
29431240	Based on the data from the present study, it was concluded that an abnormal expression level of Gremlin 1 in pancreatic cancer was induced by SHH signaling, and that the overexpression of Gremlin 1 enabled pancreatic cancer progression	SHH	cancer	6469	HP_0002664	142	145	120	126	TRUE	C	Ug2			
26446763	Based on the generated interaction network, we examine several apoptotic markers to determine the effect of PSMC3IP and EPSTI1 gene expression modulation in two different human breast cancer cell lines to suggest potential molecular mechanisms to unveil their role in the disease.	EPSTI1	cancer	94240	HP_0002664	120	126	184	190	FALSE	C				
23086420	Basic immunological assessments have confirmed that this strain of human CD3 EDG-replaced mice are entirely immune competent, and we have also demonstrated that a bispecific antibody that simultaneously binds to human CD3 and a tumor-associated antigen (e.g. ERBB2 or GPC3) can be evaluated in human CD3 EDG-replaced mice engrafted with tumors.	ERBB2	tumor	2064	HP_0002664	259	264	228	233	TRUE	C	Ug2			
23174333	Basic immunological assessments have confirmed that this strain of human CD3 EDG-replaced mice are entirely immune competent, and we have also demonstrated that a bispecific antibody that simultaneously binds to human CD3 and a tumor-associated antigen (e.g. ERBB2 or GPC3) can be evaluated in human CD3 EDG-replaced mice engrafted with tumors.	mice	tumor	23581	HP_0002664	90	94	228	233	FALSE	U	Ug5			
25111118	BBN tumors showed overexpression of markers of basal cancer subtype, and had a high mutation burden with frequent Trp53 (80%), Kmt2d (70%), and Kmt2c (90%) mutations by exome sequencing, similar to human MIBC.	Kmt2c	tumors	58508	HP_0002664	144	149	4	10	FALSE	I				
26782618	BC patients in the FGF5 low-expression group were correlated with better clinical characteristics, including tumor size, histopathological grading, estrogen receptors, clinical risk group according to St Gallen criteria, NPI criteria and Veridex signature, DMFS, TDM, and DFS compared with those in the FGF5 high-expression cohort.	NPI	tumor	9509	HP_0002664	221	224	109	114	FALSE	U	Ug5			
29666464	Bcl2-associated athanogene 3 (BAG3) mutations have been reported to cause the myofibrillar myopathy (MFM) which shows progressive limb muscle weakness, respiratory failure, and cardiomyopathy.	BAG3	respiratory failure	9531	HP_0002878	30	34	152	171	FALSE	I				
28545977	BCOR immunoexpression was studied in these tumors and their morphologic mimics to assess its diagnostic utility.	BCOR	tumors	54880	HP_0002664	0	4	43	49	FALSE	I	Ug2			
29901129	BCOR immunohistochemical staining is a highly sensitive marker for YWHAE-NUTM2 high-grade endometrial stromal sarcoma with both classic and unusual morphology and identifies a subset of high-grade endometrial stromal sarcoma with BCOR alterations, including BCOR rearrangement and internal tandem duplication	BCOR	sarcoma	54880	HP_0100242	0	4	110	117	FALSE	U	Ug4			
30661349	BCOR staining was weakly positive in &lt;5% of tumor cells in 4 of 66 (6%) low-grade endometrial stromal sarcomas and 1 of 18 (6%) endometrial stromal nodules and weakly to moderately positive in &lt;5-40% of tumor cells in 6 of 31 (19%) leiomyosarcomas.	BCOR	sarcoma	54880	HP_0100242	0	4	105	112	FALSE	I	Ug2			
29944864	Because Dfnb31(wi/wi) and Dfnb31(neo/neo) mice faithfully recapitulate hearing and vision symptoms in patients, our findings of vestibular dysfunction in these Dfnb31 mutants raise the question of whether DFNB31-deficient patients may acquire vestibular as well as hearing and vision loss.	mice	vestibular dysfunction	23581	HP_0001751	42	46	128	150	FALSE	U	Ug5			
28870817	Because of the distinct ear anomalies and the hearing loss a HOXA2 mutation was taken into account.	HOXA2	ear anomalies	3199	HP_0000598	61	66	24	37	TRUE	C				
26091610	Because of the unbalanced sex ratio (1.3-1.4 to 1) observed in intellectual disability (ID) and the identification of large ID-affected families showing X-linked segregation, much attention has been focused on the genetics of X-linked ID (XLID).	sex	intellectual disability	55558	HP_0001249	26	29	63	86	FALSE	U	Ug5			
28993958	Because we had demonstrated that PrKD1 is the only known kinase to phosphorylate threonine 120 (T120) of beta-catenin in prostate cancer resulting in increased nuclear beta-catenin, we explored the role of beta-catenin in gene regulation of <i>PrKD1</i>.	PrKD1	cancer	5587	HP_0002664	33	38	130	136	FALSE	I	Ug2			
30429449	Besides dramatic metabolic alterations, cancer cells display severe changes in the clock phenotype with likely consequences in tumor progression and treatment response.	clock	cancer	9575	HP_0002664	83	88	40	46	FALSE	U	Ug5			
26614431	Besides the hallmark features, this patient also presents problems not previously associated with RIN2 syndrome, including cervical vertebral fusion, mild hearing loss, and colonic fibrosis.	RIN2	hearing loss	54453	HP_0000365	98	102	155	167	FALSE	U	Ug3			
30530053	Besides, we screened for all the known genes related to axonal autosomal recessive Charcot-Marie-Tooth disease (CMT2A2/HMSN2A2/MFN2, CMT2B1/LMNA, CMT2B2/MED25, CMT2B5/NEFL, ARCMT2F/dHMN2B/HSPB1, CMT2K/GDAP1, CMT2P/LRSAM1, CMT2R/TRIM2, CMT2S/IGHMBP2, CMT2T/HSJ1, CMTRID/COX6A1, ARAN-NM/HINT and GAN/GAN), for the genes related to autosomal recessive hereditary spastic paraplegia with thin corpus callosum and axonal peripheral neuropathy (SPG7/PGN, SPG15/ZFYVE26, SPG21/ACP33, SPG35/FA2H, SPG46/GBA2, SPG55/C12orf65 and SPG56/CYP2U1), as well as for the causative gene of peripheral neuropathy with or without agenesis of the corpus callosum (SLC12A6).	SLC12A6	autosomal recessive	9990	HP_0000007	643	650	63	82	TRUE	C				
30219970	Beyond secretion, GUCY2C is a tumor suppressor universally silenced by loss of expression of its paracrine hormone during carcinogenesis.	GUCY2C	tumor	2984	HP_0002664	18	24	30	35	FALSE	I				
30048532	Biallelic GIPC3 mutations have recently been reported to cause autosomal recessive nonsyndromic sensorineural hearing loss.	GIPC3	hearing loss	126326	HP_0000365	10	15	110	122	TRUE	C				
28742274	Biallelic loss-of-function mutations in TYROBP and TREM2 cause a rare disease that resembles early-onset frontotemporal dementia with bone lesions called polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy (PLOSL).	PLOSL	frontotemporal dementia	7305	HP_0002145	232	237	105	128	FALSE	U	Ug3			
24169644	Biallelic loss-of-function mutations in TYROBP and TREM2 cause a rare disease that resembles early-onset frontotemporal dementia with bone lesions called polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy (PLOSL).	PLOSL	leukoencephalopathy	7305	HP_0002352	232	237	211	230	TRUE	U	Ug3			
29309307	Biallelic loss-of-function mutations in TYROBP and TREM2 cause a rare disease that resembles early-onset frontotemporal dementia with bone lesions called polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy (PLOSL).	TREM2	frontotemporal dementia	54209	HP_0002145	51	56	105	128	TRUE	C				
29950560	Biallelic loss-of-function mutations in TYROBP and TREM2 cause a rare disease that resembles early-onset frontotemporal dementia with bone lesions called polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy (PLOSL).	TREM2	leukoencephalopathy	54209	HP_0002352	51	56	211	230	FALSE	I				
27206021	Biallelic mutations in FKBP14 cause a recessive form of Ehlers-Danlos syndrome (EDS) characterized by progressive kyphoscoliosis, myopathy, and hearing loss.	FKBP14	progressive	55033	HP_0003676	23	29	102	113	FALSE	I				
26929985	Biallelic mutations in NDUFAF6 have been identified as responsible for cases of autosomal recessive Leigh syndrome associated with mitochondrial complex I deficiency.	NDUFAF6	autosomal recessive	137682	HP_0000007	23	30	80	99	FALSE	I				
29397238	Biallelic UNC80 mutations cause infantile hypotonia with psychomotor retardation and characteristic facies 2 (IHPRF2), which is characterized by hypotonia, developmental delay (DD)/intellectual disability (ID), intrauterine growth retardation, postnatal growth retardation and characteristic facial features.	UNC80	intellectual disability	285175	HP_0001249	10	15	181	204	TRUE	C				
27320698	Bio-functional investigation revealed that LTBP1 inhibited cell proliferation in HCC cell lines, suggesting its potential role as a tumor suppressor in HCC.	LTBP1	tumor	4052	HP_0002664	43	48	132	137	FALSE	I				
30113427	Biological activities of compounds 3-7 towards human cancer cells, COX-2, ROCK1, and JAK3 were evaluated	ROCK1	cancer	6093	HP_0002664	74	79	53	59	FALSE	C	Ug2			
24655110	Biological relationships among these mutated genes were mined using Ingenuity Pathway Analysis, and the results demonstrated that top two networks with highest scores were highly associated with cancer and hematological diseases, indicating that the mutated genes identified by our method were highly relevant to MDS.	MDS	cancer	5048	HP_0002664	313	316	195	201	FALSE	U	Ug3			
23020131	Biotinidase (BTD) deficiency is a rare autosomal recessive metabolic disease, which develops neurological and cutaneous symptoms because of the impaired biotin recycling.	BTD	autosomal recessive	686	HP_0000007	13	16	39	58	TRUE	U	Ug3			
29402277	Birt-Hogg-Dubé (BHD) syndrome is a rare genetic disorder characterized by cutaneous fibrofolliculomas, pulmonary cysts and renal cell carcinomas.	BHD	renal cell carcinomas	201163	HP_0005584	16	19	123	144	TRUE	U	Ug3			
25111118	Blocking the expression of PAK1, DIAPH2, and RDX significantly inhibits breast cancer cell migration induced by let-7b repression.	RDX	cancer	5962	HP_0002664	45	48	79	85	FALSE	I	Ug2	?		
29802240	Blood and tissue samples from 48 osteosarcoma patients were obtained, and the following polymorphisms were analyzed; SLC19A1 80G&gt;A, DHFR 829C&gt;T, MTHFR 677C&gt;T, MTHFR 1298A&gt;C, and ATIC 347C&gt;G.	SLC19A1	osteosarcoma	6573	HP_0002669	117	124	33	45	FALSE	I				
30306274	Both <i>pancEts-1</i> and <i>hnRNPK</i> were upregulated in clinical neuroblastoma tissues, and were associated with unfavorable outcome of patients.	hnRNPK	neuroblastoma	3190	HP_0003006	29	35	69	82	FALSE	I				
29224276	Both NASH and ASH patients can develop cirrhosis and hepatocellular carcinoma (HCC) if left untreated.	HCC	hepatocellular carcinoma	84668	HP_0001402	79	82	53	77	FALSE	U	Ug3			
28144995	Both RPE65 isomerase of the visual cycle and the rhodopsin visual pigment have recently been identified as critical players in mediating light-induced retinal degeneration.	RPE	retinal degeneration	6120	HP_0000546	5	8	151	171	FALSE	I	Ug2	Incomplete ID		
29785007	Both single-gene and gene-set enrichment analyses in genome-wide association data from the largest schizophrenia sample to date of 13,689 cases and 18,226 controls show significant association of HIST1H1E and MAPK3, and enrichment of our PSD proteome.	PSD	schizophrenia	5662	HP_0100753	238	241	99	112	FALSE	U	Ug3	PSD = Post synaptic density		
29128060	Both single-gene and gene-set enrichment analyses in genome-wide association data from the largest schizophrenia sample to date of 13,689 cases and 18,226 controls show significant association of HIST1H1E and MAPK3, and enrichment of our PSD proteome.	MAPK3	schizophrenia	5595	HP_0100753	209	214	99	112	FALSE	I				
28746897	Brain malformations described in association with 22q11.2 deletion syndrome include polymicrogyria, cerebellar hypoplasia, megacisterna magna, and agenesis of the corpus callosum (ACC), although these are rare.	ACC	polymicrogyria	31	HP_0002126	180	183	84	98	FALSE	U	Ug3			
28033303	Brain malformations described in association with 22q11.2 deletion syndrome include polymicrogyria, cerebellar hypoplasia, megacisterna magna, and agenesis of the corpus callosum (ACC), although these are rare.	ACC	cerebellar hypoplasia	31	HP_0001321	180	183	100	121	FALSE	U	Ug3			
25620207	Brain somatic mutations in the gene encoding mTOR (MTOR) have recently been linked to focal cortical dysplasia and other associated brain pathologies including hemimegalencephaly.	MTOR	hemimegalencephaly	2475	HP_0007206	51	55	160	178	TRUE	C				
30504766	But we failed to find any obvious association of rs743572 genotypes with endometriosis stages and characteristics.T allele of rs743572 polymorphism might act as a risk factor for endometriosis, although it had no effects on the disease stages and basic features	act	endometriosis	11332	HP_0030127	102	105	73	86	FALSE	U	Ug5			
30388826	By combining meta-analysis results and identification of two unrelated HCM patients with homozygous CSRP3 truncating variants, we suggest that the association of CSRP3 as a validated HCM-causing gene require additional studies and those CSRP3 variants could result in HCM with an autosomal recessive inheritance rather than with an autosomal dominant transmission as usually reported on HCM (OMIM 612124)	CSRP3	autosomal recessive	8048	HP_0000007	100	105	280	299	FALSE	I	Ug2			
27819674	By comparing these two additional cases with those previously reported, we strengthen the key features of AS: severe growth restriction, severe intellectual disability and some distinguishing facial features such as broad nose, malar hypoplasia, wide mouth, full lips and abnormally set teeth.	set	intellectual disability	6418	HP_0001249	283	286	144	167	TRUE	U	Ug5			
29372690	By contrast, loss of Pjvk in adult OHCs causes a slowly progressive hearing loss associated with OHC degeneration and delayed loss of inner hair cells (IHCs), indicating a primary role for pejvakin in regulating OHC function and survival.	Pjvk	hearing loss	494513	HP_0000365	21	25	68	80	TRUE	C	Ug2			
23544012	By contrast, the higher number of genetic abnormalities required for tumor initiation and maintenance in SDHB PPGL result in a lower penetrance of PGL, but when cells give rise to metastases they are assumed to be better adapted to sustain survival.	PGL	tumor	6392	HP_0002664	111	114	69	74	TRUE	U	Ug3			
29321361	By creating new Pcnxl2 frameshift alleles using TALEN mutagenesis, we show that Pcnxl2 deficiency is responsible for mitigating the seizure phenotype - making Pcnxl2 the first known modifier gene for absence seizures in any species.	type	seizures	6445	HP_0001250	145	149	208	216	FALSE	U	Ug5			
29084757	By exome sequencing, we identified three different bi-allelic truncating mutations in TANGO2 in three unrelated individuals with infancy-onset episodic metabolic crises characterized by encephalopathy, hypoglycemia, rhabdomyolysis, arrhythmias, and laboratory findings suggestive of a defect in mitochondrial fatty acid oxidation.	TANGO2	encephalopathy	128989	HP_0001298	86	92	186	200	FALSE	I				
29709443	By GEPIA database analysis, we also found that the expression of lncRNA FEZF-AS1 and FEZF1 were significantly higher in tumour tissues than those of the adjacent non-cancerous tissues in 969 NSCLC patients (P &lt; 0.05), and lncRNA FEZF-AS1 was positively correlated with FEZF1 (r = 0.90, P &lt; 0.001).	FEZF1	tumour	389549	HP_0002664	85	90	120	126	FALSE	I	Úg2	?		
22383991	By leveraging whole-exome sequencing data on a large family-based ASD cohort, the Simons Simplex Collection, we systematically evaluated the potential role of PMMs in autism risk.	call	autism	1663	HP_0000717	121	125	167	173	FALSE	U	Ug5			
30128822	By pooling genetic findings across multiple studies, we have identified six individuals with severe developmental delay (6/6), refractory seizures (5/6), and similar dysmorphic features (3/6), each harboring a de novo mutation in PPP3CA.	PPP3CA	seizures	5530	HP_0001250	230	236	138	146	TRUE	C				
27666370	by reactivating pre-existing anti-tumor immune responses against GSC antigens.	GSC	tumor	145258	HP_0002664	65	68	34	39	FALSE	U	Ug2			
28456383	By recruiting the methyltransferase DOT1L, C/EBPβ can maintain an open chromatin state by H3K79 methylation of multiple drug-resistance genes, thereby augmenting the chemoresistance of tumor cells.	DOT1L	tumor	84444	HP_0002664	36	41	185	190	FALSE	I	Ug2			
28993958	By trio exome sequencing we now identified a novel, homozygous 2kb deletion, partially affecting exon 12 in an adult female with the typical facial gestalt of 3MC syndrome and hearing loss, but without the main feature cleft lip/palate, and without intellectual disability, or short stature.	trio	intellectual disability	7204	HP_0001249	3	7	249	272	TRUE	U	Ug5			
26929355	By using exome and capillary sequencing, we here identify biallelic UBE3B mutations in four patients from three unrelated families presenting an autosomal-recessive blepharophimosis-ptosis-intellectual-disability syndrome characterized by developmental delay, growth retardation with a small head circumference, facial dysmorphisms, and low cholesterol levels.	UBE3B	blepharophimosis	89910	HP_0000581	68	73	165	181	TRUE	C				
28179590	By using exome and capillary sequencing, we here identify biallelic UBE3B mutations in four patients from three unrelated families presenting an autosomal-recessive blepharophimosis-ptosis-intellectual-disability syndrome characterized by developmental delay, growth retardation with a small head circumference, facial dysmorphisms, and low cholesterol levels.	UBE3B	developmental delay	89910	HP_0001263	68	73	239	258	TRUE	C				
23946133	By using three human tumor cell lines of different tissue origin (epidermoid HEp-3 and prostate PC-3 carcinomas and HT-1080 fibrosarcoma) and several metastasis models conducted in both mammalian and avian settings, we show that LTBP3 is involved in the early dissemination of primary cancer cells, namely in the intravasation step of the metastatic cascade.	step	tumor	84867	HP_0002664	327	331	21	26	FALSE	U	Ug5			
27713038	By using three human tumor cell lines of different tissue origin (epidermoid HEp-3 and prostate PC-3 carcinomas and HT-1080 fibrosarcoma) and several metastasis models conducted in both mammalian and avian settings, we show that LTBP3 is involved in the early dissemination of primary cancer cells, namely in the intravasation step of the metastatic cascade.	LTBP3	carcinomas	4054	HP_0030731	229	234	101	111	FALSE	C				
